what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164259234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164330265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164333515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164347031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164349031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164576312
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1329164733328
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1329164735859
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1329164735875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329164753968
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1329164764453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164780812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329164782531
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1329164892468
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1329164892765
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1329164911421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329164913031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164915031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164915406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1329164915656
